"service","category","code","type","status","title","description","moc_url"
"Air Force","Officer","44UXX","AFSC","Active","Occupational Medicine","Administers occupational medicine program; provides urgent and non-urgent outpatient medical care authorized DoD affiliated personnel and selected active duty personnel with special standards of medical qualification. Evaluates working environments to detect and control health hazards and prevent disease and injury within the work environment.",NULL
"Air Force","Officer","44YXX","AFSC","Active","Critical Care Medicine","Examines, diagnoses, and treats, by surgical and nonsurgical means, diseases and injuries in critical care units. Manages critical care activities.",NULL
"Air Force","Officer","44ZXX","AFSC","Active","Allergist","Examines, diagnoses, performs diagnostic tests, and treats allergic disorders. Manages allergy services.",NULL
"Air Force","Officer","45AXX","AFSC","Active","Anesthesiologist","Administers general and local anesthetics; manages anesthesiological services.",NULL
"Air Force","Officer","45BXX","AFSC","Active","Orthopedic Surgeon","Examines, diagnoses, and treats diseases and injuries of musculoskeletal system by surgical and conservative means. Manages orthopedic surgery services.",NULL
"Air Force","Officer","45EXX","AFSC","Active","Ophthalmologist","Examines, diagnoses, and treats, by surgical and conservative means, injuries and disorders of the eye. Manages ophthalmologic services.",NULL
"Air Force","Officer","45GXX","AFSC","Active","Obstetrician and Gynecologist","Prescribes prenatal and postnatal care; performs deliveries in maternity cases. Treats diseases and injuries of female reproductive system by surgical and conservative means. Manages obstetrical and gynecological services.",NULL
"Air Force","Officer","45NXX","AFSC","Active","Otorhinolaryngologist","Examines, diagnoses, and treats, by surgical and other means, injuries and disorders of head and neck. Manages otorhinolaryngological services.",NULL
"Air Force","Officer","45PXX","AFSC","Active","Physical Medicine Physician","Examines, diagnoses, and treats disabling conditions. Manages physical medicine and rehabilitation services.",NULL
"Air Force","Officer","45SXX","AFSC","Active","Surgeon","Examines, diagnoses, and treats, by surgical and conservative means, diseases and injuries. Manages surgery services.",NULL
"Air Force","Officer","45UXX","AFSC","Active","Urologist","Examines, diagnoses, and treats, by surgical and conservative means, injuries and disorders of the genitourinary tract. Manages urological surgery services.",NULL
"Air Force","Officer","46AXX","AFSC","Active","Nursing Administrator","Plans, organizes, executes, and directs nursing care practices. Serves as Chief Nurse, Squadron Commander or senior staff officer. Coordinates with and makes recommendations to staff agencies concerning nursing policies, plans and programs. Supports cross-functional collaboration to improve patient care delivery. Supports research activities.",NULL
"Air Force","Officer","46FXX","AFSC","Active","Flight Nurse","Provides professional nursing care within scope of practice, established standards of care and federal/state law. . Provides comprehensive nursing care for patients during aeromedical evacuation (AE) flights. Coordinates with and makes recommendations to staff agencies concerning AE policies, plans and programs. Supports research activities.",NULL
"Air Force","Officer","46NXX","AFSC","Active","Clinical Nurse","Includes clinical nurses, clinical nurse specialists and nurse practitioners. Provides professional nursing care within scope of practice, established standards of care and federal/state laws. Acts as patient advocate and advances desired health outcomes through patient/family education. Coordinates with and makes recommendations to staff agencies concerning applicable policies, plans and programs. Participates in cross-functional collaboration to improve patient care delivery. Supports research activities.",NULL
